NODE_9_length_9095_cov_1.230709	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_1308_length_2036_cov_1.094290	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Haifavirus; Haifavirus tim68; Prochlorococcus phage P-TIM68; 
NODE_1428_length_1980_cov_0.905559	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_1506_length_1941_cov_0.957001	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_1688_length_1865_cov_2.097814	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; unclassified Candidatus Actinomarina; Candidatus Actinomarina sp. HD9-500m-PIT-SAG01; 
NODE_1738_length_1845_cov_0.863213	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_1826_length_1816_cov_1.531676	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_1885_length_1799_cov_1.147727	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_1975_length_1774_cov_1.055252	
NODE_2210_length_1713_cov_1.000631	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_2224_length_1710_cov_2.533165	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_2683_length_1605_cov_1.460081	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_2749_length_1591_cov_0.599727	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Proteobacteria bacterium TMED154; 
NODE_2775_length_1585_cov_2.139918	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_2883_length_1567_cov_0.892361	cellular organisms; Bacteria; unclassified Bacteria; bacterium TMED221; 
NODE_2978_length_1547_cov_0.610563	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_3064_length_1533_cov_1.852774	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_3074_length_1532_cov_1.231317	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_3222_length_1509_cov_1.251085	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; 
NODE_3344_length_1494_cov_0.675201	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_3564_length_1462_cov_0.964794	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_3626_length_1454_cov_0.928410	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_3729_length_1438_cov_0.899314	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_3763_length_1434_cov_1.169855	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED118; 
NODE_3873_length_1423_cov_0.252315	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_4033_length_1402_cov_1.043137	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_4083_length_1395_cov_2.670347	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_4206_length_1382_cov_1.016733	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A3; 
NODE_4238_length_1378_cov_2.118305	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
NODE_4268_length_1375_cov_0.878205	cellular organisms; Bacteria; 
NODE_4295_length_1372_cov_0.784739	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_4443_length_1357_cov_0.599187	cellular organisms; Bacteria; 
NODE_4579_length_1344_cov_0.583402	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; unclassified Acidimicrobiaceae; Acidimicrobiaceae bacterium TMED130; 
NODE_4639_length_1338_cov_1.303881	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
NODE_4708_length_1331_cov_0.598837	cellular organisms; Bacteria; 
NODE_4723_length_1330_cov_0.812968	Viruses; unclassified viruses; unclassified DNA viruses; unclassified dsDNA viruses; Prokaryotic dsDNA virus sp.; 
NODE_4924_length_1312_cov_0.847257	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_4979_length_1308_cov_1.027942	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_5148_length_1295_cov_0.684075	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_5236_length_1287_cov_2.717241	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; unclassified Candidatus Actinomarina; Candidatus Actinomarina sp. HD9-500m-PIT-SAG01; 
NODE_5246_length_1287_cov_0.892241	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Shimia; Shimia aestuarii; 
NODE_5410_length_1275_cov_0.753484	cellular organisms; Bacteria; 
NODE_5639_length_1257_cov_0.657522	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_5711_length_1251_cov_0.673488	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_5927_length_1233_cov_0.938517	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; 
NODE_6034_length_1226_cov_3.003640	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_6056_length_1226_cov_0.514104	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_6135_length_1221_cov_0.548446	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_6228_length_1214_cov_1.015639	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_6282_length_1211_cov_0.940959	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_6383_length_1205_cov_0.581633	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_6538_length_1195_cov_0.721910	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; 
NODE_6621_length_1190_cov_1.191910	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_6725_length_1184_cov_0.510880	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_6751_length_1182_cov_1.399052	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_6863_length_1176_cov_0.724500	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; 
NODE_6974_length_1170_cov_2.006711	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_6977_length_1170_cov_1.305849	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_6989_length_1170_cov_0.560882	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium SAR86A; 
NODE_7013_length_1168_cov_1.631124	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A5; 
NODE_7117_length_1163_cov_0.646718	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_7181_length_1160_cov_0.408519	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Rubrobacteria; Gaiellales; unclassified Gaiellales; Gaiellales bacterium; 
NODE_7363_length_1149_cov_1.318982	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium SAR86A; 
NODE_7445_length_1145_cov_0.838900	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_7502_length_1142_cov_1.472906	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_7676_length_1133_cov_0.609344	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_7742_length_1130_cov_0.654038	cellular organisms; Bacteria; unclassified Bacteria; bacterium TMED250; 
NODE_7859_length_1123_cov_1.137550	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_8036_length_1114_cov_0.930091	Viruses; environmental samples; uncultured marine virus; 
NODE_8093_length_1112_cov_0.577665	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_8193_length_1107_cov_1.803061	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium TMED113; 
NODE_8448_length_1096_cov_1.269350	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_8492_length_1095_cov_0.511364	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
NODE_8632_length_1089_cov_0.895010	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_8746_length_1084_cov_0.647858	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Candidatus Dadabacteria; Candidatus Dadabacteria bacterium; 
NODE_8895_length_1077_cov_0.798947	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Marine Group II euryarchaeote MED-G37; 
NODE_8995_length_1073_cov_0.490486	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_9213_length_1064_cov_0.602988	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_9334_length_1058_cov_4.622986	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; environmental samples; uncultured Prochlorococcus marinus clone HOT0M-10D2; 
NODE_9456_length_1054_cov_0.377562	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Haifavirus; Haifavirus tim68; Prochlorococcus phage P-TIM68; 
NODE_9646_length_1045_cov_1.511983	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_9675_length_1045_cov_0.354031	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium TMED199; 
NODE_9746_length_1042_cov_0.816393	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium SAR86A; 
NODE_10001_length_1033_cov_0.824503	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; unclassified Candidatus Actinomarina; Candidatus Actinomarina sp. HD9-500m-PIT-SAG01; 
NODE_10119_length_1029_cov_0.159645	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10166_length_1027_cov_0.685556	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium; unclassified Mycolicibacterium; Mycolicibacterium sp. BK634; 
NODE_10392_length_1019_cov_0.937220	Viruses; environmental samples; uncultured marine virus; 
NODE_10480_length_1016_cov_0.826772	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_10519_length_1015_cov_0.451577	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10543_length_1013_cov_11.863431	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; 
NODE_10619_length_1011_cov_0.820136	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; 
NODE_10861_length_1003_cov_0.812785	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_10931_length_1001_cov_0.569794	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Cryomorphaceae; unclassified Cryomorphaceae; Cryomorphaceae bacterium; 
NODE_58_length_5076_cov_1.234795	Viruses; environmental samples; uncultured marine virus; 
NODE_149_length_3984_cov_2.021519	Viruses; environmental samples; uncultured marine virus; 
NODE_185_length_3765_cov_1.432380	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_285_length_3298_cov_1.483759	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; Candidatus Actinomarina minuta; 
NODE_331_length_3159_cov_3.127639	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_362_length_3068_cov_2.135328	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A2; 
NODE_369_length_3058_cov_0.980894	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Cryomorphaceae; unclassified Cryomorphaceae; Cryomorphaceae bacterium; 
NODE_414_length_2947_cov_1.100000	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium SAR86A; 
